realtime_us,id,x,y,z,r,u,v,buttons,pov
1783141534525070,0,32768,60768,32768,57718,31199,0,0,65535
1783141534526185,0,34051,60738,32768,57768,32768,0,0,65535
1783141534527254,0,35332,60650,32768,57718,34337,0,0,65535
1783141534528331,0,36608,60503,32768,57570,35901,0,0,65535
1783141534529433,0,37875,60298,32768,57325,37452,0,0,65535
1783141534530517,0,39132,60035,32768,56982,38985,0,0,65535
1783141534531590,0,40376,59714,32768,56544,40493,0,0,65535
1783141534532677,0,41603,59337,32768,56012,41971,0,0,65535
1783141534533751,0,43999,58416,32768,54675,44811,0,0,65535
1783141534534894,0,45164,57874,32768,53876,46163,0,0,65535
1783141534535962,0,46302,57279,32768,52993,47462,0,0,65535
1783141534537052,0,47411,56633,32768,52030,48703,0,0,65535
1783141534538179,0,48490,55937,32768,50992,49881,0,0,65535
1783141534540361,0,50546,54399,32768,48703,52030,0,0,65535
1783141534541460,0,51519,53561,32768,47462,52993,0,0,65535
1783141534542551,0,52453,52680,32768,46163,53876,0,0,65535
1783141534543668,0,53345,51756,32768,44811,54675,0,0,65535
1783141534545808,0,54998,49792,32768,41971,56012,0,0,65535
1783141534546883,0,55755,48755,32768,40493,56544,0,0,65535
1783141534547955,0,56464,47684,32768,38985,56982,0,0,65535
1783141534549025,0,57123,46582,32768,37452,57325,0,0,65535
1783141534550094,0,57730,45451,32768,35901,57570,0,0,65535
1783141534551165,0,58285,44293,32768,34337,57718,0,0,65535
1783141534552231,0,58787,43111,32768,32768,57768,0,0,65535
1783141534553300,0,59234,41907,32768,31199,57718,0,0,65535
1783141534554370,0,59625,40684,32768,29635,57570,0,0,65535
1783141534555440,0,59960,39444,32768,28084,57325,0,0,65535
1783141534556512,0,60457,36926,32768,25043,56544,0,0,65535
1783141534557581,0,60619,35652,32768,23565,56012,0,0,65535
1783141534558651,0,60722,34372,32768,22124,55388,0,0,65535
1783141534559721,0,60766,33089,32768,20725,54675,0,0,65535
1783141534560790,0,60751,31806,32768,19373,53876,0,0,65535
1783141534561860,0,60677,30524,32768,18074,52993,0,0,65535
1783141534562931,0,60545,29246,32768,16833,52030,0,0,65535
1783141534563999,0,60354,27977,32768,15655,50992,0,0,65535
1783141534565069,0,60106,26717,32768,14544,49881,0,0,65535
1783141534566138,0,59800,25470,32768,13506,48703,0,0,65535
1783141534567208,0,59017,23025,32768,11660,46163,0,0,65535
1783141534568277,0,58543,21831,32768,10861,44811,0,0,65535
1783141534569346,0,58014,20661,32768,10148,43412,0,0,65535
1783141534570368,0,57433,19516,32768,9524,41971,0,0,65535
1783141534571437,0,56799,18399,32768,8992,40493,0,0,65535
1783141534572505,0,56115,17313,32768,8554,38985,0,0,65535
1783141534573573,0,55382,16259,32768,8211,37452,0,0,65535
1783141534574644,0,54601,15239,32768,7966,35901,0,0,65535
1783141534575717,0,53775,14257,32768,7818,34337,0,0,65535
1783141534576786,0,51991,12410,32768,7818,31199,0,0,65535
1783141534577920,0,51037,11550,32768,7966,29635,0,0,65535
1783141534578990,0,50045,10735,32768,8211,28084,0,0,65535
1783141534580112,0,49017,9966,32768,8554,26551,0,0,65535
1783141534581220,0,47955,9245,32768,8992,25043,0,0,65535
1783141534582294,0,46860,8573,32768,9524,23565,0,0,65535
1783141534583375,0,45736,7953,32768,10148,22124,0,0,65535
1783141534584482,0,44585,7384,32768,10861,20725,0,0,65535
1783141534585628,0,43408,6869,32768,11660,19373,0,0,65535
1783141534586702,0,42210,6409,32768,12543,18074,0,0,65535
1783141534587774,0,39756,5655,32768,14544,15655,0,0,65535
1783141534588845,0,38505,5363,32768,15655,14544,0,0,65535
1783141534589956,0,37243,5128,32768,16833,13506,0,0,65535
1783141534591023,0,35971,4952,32768,18074,12543,0,0,65535
1783141534592147,0,34692,4835,32768,19373,11660,0,0,65535
1783141534593257,0,33410,4776,32768,20725,10861,0,0,65535
1783141534594366,0,32126,4776,32768,22124,10148,0,0,65535
1783141534595453,0,30844,4835,32768,23565,9524,0,0,65535
1783141534596546,0,29565,4952,32768,25043,8992,0,0,65535
1783141534598672,0,28293,5128,32768,26551,8554,0,0,65535
1783141534599743,0,25780,5655,32768,29635,7966,0,0,65535
1783141534600815,0,24545,6003,32768,31199,7818,0,0,65535
1783141534601885,0,23326,6409,32768,32768,7768,0,0,65535
1783141534602957,0,22128,6869,32768,34337,7818,0,0,65535
1783141534604029,0,20951,7384,32768,35901,7966,0,0,65535
1783141534605130,0,19800,7953,32768,37452,8211,0,0,65535
1783141534606198,0,18676,8573,32768,38985,8554,0,0,65535
1783141534607268,0,17581,9245,32768,40493,8992,0,0,65535
1783141534608338,0,16519,9966,32768,41971,9524,0,0,65535
1783141534609370,0,15491,10735,32768,43412,10148,0,0,65535
1783141534610438,0,13545,12410,32768,46163,11660,0,0,65535
1783141534611507,0,12632,13313,32768,47462,12543,0,0,65535
1783141534612579,0,11761,14257,32768,48703,13506,0,0,65535
1783141534613650,0,10935,15239,32768,49881,14544,0,0,65535
1783141534614690,0,10154,16259,32768,50992,15655,0,0,65535
1783141534615761,0,9421,17313,32768,52030,16833,0,0,65535
1783141534616830,0,8737,18399,32768,52993,18074,0,0,65535
1783141534617904,0,8103,19516,32768,53876,19373,0,0,65535
1783141534618973,0,7522,20661,32768,54675,20725,0,0,65535
1783141534620043,0,6993,21831,32768,55388,22124,0,0,65535
1783141534621111,0,6100,24238,32768,56544,25043,0,0,65535
1783141534622180,0,5736,25470,32768,56982,26551,0,0,65535
1783141534623248,0,5430,26717,32768,57325,28084,0,0,65535
1783141534624318,0,5182,27977,32768,57570,29635,0,0,65535
1783141534625368,0,4991,29246,32768,57718,31199,0,0,65535
1783141534626435,0,4859,30524,32768,57768,32768,0,0,65535
1783141534627503,0,4785,31806,32768,57718,34337,0,0,65535
1783141534628569,0,4770,33089,32768,57570,35901,0,0,65535
1783141534629649,0,4814,34372,32768,57325,37452,0,0,65535
1783141534630717,0,4917,35652,32768,56982,38985,0,0,65535
1783141534631784,0,5299,38191,32768,56012,41971,0,0,65535
1783141534632883,0,5576,39444,32768,55388,43412,0,0,65535
1783141534633949,0,5911,40684,32768,54675,44811,0,0,65535
1783141534636111,0,6749,43111,32768,52993,47462,0,0,65535
1783141534637249,0,7251,44293,32768,52030,48703,0,0,65535
1783141534638343,0,7806,45451,32768,50992,49881,0,0,65535
1783141534639447,0,8413,46582,32768,49881,50992,0,0,65535
1783141534640514,0,9072,47684,32768,48703,52030,0,0,65535
1783141534641605,0,9781,48755,32768,47462,52993,0,0,65535
1783141534642747,0,11342,50793,32768,44811,54675,0,0,65535
1783141534643895,0,12191,51756,32768,43412,55388,0,0,65535
1783141534644966,0,13083,52680,32768,41971,56012,0,0,65535
1783141534647135,0,14990,54399,32768,38985,56982,0,0,65535
1783141534648268,0,16000,55191,32768,37452,57325,0,0,65535
1783141534649382,0,17046,55937,32768,35901,57570,0,0,65535
1783141534650450,0,18125,56633,32768,34337,57718,0,0,65535
1783141534651586,0,19234,57279,32768,32768,57768,0,0,65535
1783141534652670,0,20372,57874,32768,31199,57718,0,0,65535
1783141534653735,0,22724,58904,32768,28084,57325,0,0,65535
1783141534654866,0,23933,59337,32768,26551,56982,0,0,65535
1783141534655993,0,25160,59714,32768,25043,56544,0,0,65535
1783141534657090,0,26404,60035,32768,23565,56012,0,0,65535
1783141534658235,0,27661,60298,32768,22124,55388,0,0,65535
1783141534659303,0,28928,60503,32768,20725,54675,0,0,65535
1783141534660443,0,30204,60650,32768,19373,53876,0,0,65535
1783141534661509,0,31485,60738,32768,18074,52993,0,0,65535
1783141534662648,0,32768,60768,32768,16833,52030,0,0,65535
1783141534663735,0,34051,60738,32768,15655,50992,0,0,65535
1783141534664808,0,36608,60503,32768,13506,48703,0,0,65535
1783141534665876,0,37875,60298,32768,12543,47462,0,0,65535
1783141534668003,0,39132,60035,32768,11660,46163,0,0,65535
1783141534669074,0,40376,59714,32768,10861,44811,0,0,65535
1783141534670145,0,41603,59337,32768,10148,43412,0,0,65535
1783141534671213,0,42812,58904,32768,9524,41971,0,0,65535
1783141534672283,0,43999,58416,32768,8992,40493,0,0,65535
1783141534673351,0,45164,57874,32768,8554,38985,0,0,65535
1783141534674428,0,46302,57279,32768,8211,37452,0,0,65535
1783141534675497,0,47411,56633,32768,7966,35901,0,0,65535
1783141534676566,0,49536,55191,32768,7768,32768,0,0,65535
1783141534677636,0,50546,54399,32768,7818,31199,0,0,65535
1783141534678705,0,51519,53561,32768,7966,29635,0,0,65535
1783141534679775,0,52453,52680,32768,8211,28084,0,0,65535
1783141534680846,0,53345,51756,32768,8554,26551,0,0,65535
1783141534681915,0,54194,50793,32768,8992,25043,0,0,65535
1783141534682984,0,54998,49792,32768,9524,23565,0,0,65535
1783141534684086,0,55755,48755,32768,10148,22124,0,0,65535
1783141534685156,0,56464,47684,32768,10861,20725,0,0,65535
1783141534686228,0,57123,46582,32768,11660,19373,0,0,65535
1783141534687299,0,58285,44293,32768,13506,16833,0,0,65535
1783141534688370,0,58787,43111,32768,14544,15655,0,0,65535
1783141534689443,0,59234,41907,32768,15655,14544,0,0,65535
1783141534690513,0,59625,40684,32768,16833,13506,0,0,65535
1783141534691582,0,59960,39444,32768,18074,12543,0,0,65535
1783141534692652,0,60237,38191,32768,19373,11660,0,0,65535
1783141534693721,0,60457,36926,32768,20725,10861,0,0,65535
1783141534694793,0,60619,35652,32768,22124,10148,0,0,65535
1783141534695863,0,60722,34372,32768,23565,9524,0,0,65535
1783141534696940,0,60766,33089,32768,25043,8992,0,0,65535
1783141534698010,0,60677,30524,32768,28084,8211,0,0,65535
1783141534699080,0,60545,29246,32768,29635,7966,0,0,65535
1783141534700147,0,60354,27977,32768,31199,7818,0,0,65535
1783141534701217,0,60106,26717,32768,32768,7768,0,0,65535
1783141534702288,0,59800,25470,32768,34337,7818,0,0,65535
1783141534703364,0,59436,24238,32768,35901,7966,0,0,65535
1783141534704500,0,59017,23025,32768,37452,8211,0,0,65535
1783141534705569,0,58543,21831,32768,38985,8554,0,0,65535
1783141534706668,0,58014,20661,32768,40493,8992,0,0,65535
1783141534707739,0,56799,18399,32768,43412,10148,0,0,65535
1783141534708879,0,56115,17313,32768,44811,10861,0,0,65535
1783141534709945,0,55382,16259,32768,46163,11660,0,0,65535
1783141534711042,0,54601,15239,32768,47462,12543,0,0,65535
1783141534712165,0,53775,14257,32768,48703,13506,0,0,65535
1783141534713244,0,52904,13313,32768,49881,14544,0,0,65535
1783141534714397,0,51991,12410,32768,50992,15655,0,0,65535
1783141534715507,0,51037,11550,32768,52030,16833,0,0,65535
1783141534716576,0,50045,10735,32768,52993,18074,0,0,65535
1783141534717682,0,49017,9966,32768,53876,19373,0,0,65535
1783141534718778,0,46860,8573,32768,55388,22124,0,0,65535
1783141534719849,0,45736,7953,32768,56012,23565,0,0,65535
1783141534720976,0,44585,7384,32768,56544,25043,0,0,65535
1783141534723073,0,43408,6869,32768,56982,26551,0,0,65535
1783141534724141,0,42210,6409,32768,57325,28084,0,0,65535
1783141534725212,0,40991,6003,32768,57570,29635,0,0,65535
1783141534726283,0,39756,5655,32768,57718,31199,0,0,65535
1783141534727358,0,38505,5363,32768,57768,32768,0,0,65535
1783141534728426,0,37243,5128,32768,57718,34337,0,0,65535
1783141534729499,0,35971,4952,32768,57570,35901,0,0,65535
1783141534730571,0,33410,4776,32768,56982,38985,0,0,65535
1783141534731640,0,32126,4776,32768,56544,40493,0,0,65535
1783141534732710,0,30844,4835,32768,56012,41971,0,0,65535
1783141534733779,0,29565,4952,32768,55388,43412,0,0,65535
1783141534734848,0,28293,5128,32768,54675,44811,0,0,65535
1783141534735917,0,27031,5363,32768,53876,46163,0,0,65535
1783141534736988,0,25780,5655,32768,52993,47462,0,0,65535
1783141534738059,0,24545,6003,32768,52030,48703,0,0,65535
1783141534739130,0,23326,6409,32768,50992,49881,0,0,65535
1783141534740201,0,22128,6869,32768,49881,50992,0,0,65535
1783141534741269,0,19800,7953,32768,47462,52993,0,0,65535
1783141534742338,0,18676,8573,32768,46163,53876,0,0,65535
1783141534743369,0,17581,9245,32768,44811,54675,0,0,65535
1783141534744441,0,16519,9966,32768,43412,55388,0,0,65535
1783141534745510,0,15491,10735,32768,41971,56012,0,0,65535
1783141534746579,0,14499,11550,32768,40493,56544,0,0,65535
1783141534747649,0,13545,12410,32768,38985,56982,0,0,65535
1783141534748716,0,12632,13313,32768,37452,57325,0,0,65535
1783141534749781,0,11761,14257,32768,35901,57570,0,0,65535
1783141534750849,0,10935,15239,32768,34337,57718,0,0,65535
1783141534751920,0,9421,17313,32768,31199,57718,0,0,65535
1783141534752988,0,8737,18399,32768,29635,57570,0,0,65535
1783141534754056,0,8103,19516,32768,28084,57325,0,0,65535
1783141534755123,0,7522,20661,32768,26551,56982,0,0,65535
1783141534756189,0,6993,21831,32768,25043,56544,0,0,65535
1783141534757257,0,6519,23025,32768,23565,56012,0,0,65535
1783141534758332,0,6100,24238,32768,22124,55388,0,0,65535
1783141534760431,0,5736,25470,32768,20725,54675,0,0,65535
1783141534761535,0,5430,26717,32768,19373,53876,0,0,65535
1783141534762605,0,5182,27977,32768,18074,52993,0,0,65535
1783141534763673,0,4859,30524,32768,15655,50992,0,0,65535
1783141534764740,0,4785,31806,32768,14544,49881,0,0,65535
1783141534765808,0,4770,33089,32768,13506,48703,0,0,65535
1783141534766877,0,4814,34372,32768,12543,47462,0,0,65535
1783141534767945,0,4917,35652,32768,11660,46163,0,0,65535
1783141534769014,0,5079,36926,32768,10861,44811,0,0,65535
1783141534770082,0,5299,38191,32768,10148,43412,0,0,65535
1783141534771151,0,5576,39444,32768,9524,41971,0,0,65535
1783141534772219,0,5911,40684,32768,8992,40493,0,0,65535
1783141534773289,0,6302,41907,32768,8554,38985,0,0,65535
1783141534774363,0,7251,44293,32768,7966,35901,0,0,65535
1783141534775434,0,7806,45451,32768,7818,34337,0,0,65535
1783141534776504,0,8413,46582,32768,7768,32768,0,0,65535
1783141534777574,0,9072,47684,32768,7818,31199,0,0,65535
1783141534778641,0,9781,48755,32768,7966,29635,0,0,65535
1783141534779711,0,10538,49792,32768,8211,28084,0,0,65535
1783141534780782,0,11342,50793,32768,8554,26551,0,0,65535
1783141534781852,0,12191,51756,32768,8992,25043,0,0,65535
1783141534782902,0,13083,52680,32768,9524,23565,0,0,65535
1783141534783972,0,14017,53561,32768,10148,22124,0,0,65535
1783141534785040,0,16000,55191,32768,11660,19373,0,0,65535
1783141534786109,0,17046,55937,32768,12543,18074,0,0,65535
1783141534787178,0,18125,56633,32768,13506,16833,0,0,65535
1783141534788247,0,19234,57279,32768,14544,15655,0,0,65535
1783141534789317,0,20372,57874,32768,15655,14544,0,0,65535
1783141534790367,0,21537,58416,32768,16833,13506,0,0,65535
1783141534791432,0,22724,58904,32768,18074,12543,0,0,65535
1783141534792520,0,23933,59337,32768,19373,11660,0,0,65535
1783141534793630,0,25160,59714,32768,20725,10861,0,0,65535
1783141534794698,0,26404,60035,32768,22124,10148,0,0,65535
1783141534796880,0,30204,60650,32768,26551,8554,0,0,65535
1783141534799099,0,32768,60768,32768,29635,7966,0,0,65535
1783141534800167,0,34051,60738,32768,31199,7818,0,0,65535
1783141534801279,0,35332,60650,32768,32768,7768,0,0,65535
1783141534802406,0,36608,60503,32768,34337,7818,0,0,65535
1783141534803496,0,37875,60298,32768,35901,7966,0,0,65535
1783141534804597,0,39132,60035,32768,37452,8211,0,0,65535
1783141534805749,0,40376,59714,32768,38985,8554,0,0,65535
1783141534806817,0,42812,58904,32768,41971,9524,0,0,65535
1783141534807884,0,43999,58416,32768,43412,10148,0,0,65535
1783141534808954,0,45164,57874,32768,44811,10861,0,0,65535
1783141534810049,0,46302,57279,32768,46163,11660,0,0,65535
1783141534812186,0,47411,56633,32768,47462,12543,0,0,65535
1783141534813260,0,48490,55937,32768,48703,13506,0,0,65535
1783141534814300,0,49536,55191,32768,49881,14544,0,0,65535
1783141534815368,0,50546,54399,32768,50992,15655,0,0,65535
1783141534816438,0,51519,53561,32768,52030,16833,0,0,65535
1783141534817508,0,52453,52680,32768,52993,18074,0,0,65535
1783141534818579,0,54194,50793,32768,54675,20725,0,0,65535
1783141534819649,0,54998,49792,32768,55388,22124,0,0,65535
1783141534820720,0,55755,48755,32768,56012,23565,0,0,65535
1783141534821791,0,56464,47684,32768,56544,25043,0,0,65535
1783141534822860,0,57123,46582,32768,56982,26551,0,0,65535
1783141534823930,0,57730,45451,32768,57325,28084,0,0,65535
1783141534824999,0,58285,44293,32768,57570,29635,0,0,65535
1783141534826068,0,58787,43111,32768,57718,31199,0,0,65535
1783141534827134,0,59234,41907,32768,57768,32768,0,1,65535
1783141534828203,0,59625,40684,32768,57718,34337,0,1,65535
1783141534829270,0,60237,38191,32768,57325,37452,0,1,65535
1783141534830341,0,60457,36926,32768,56982,38985,0,1,65535
1783141534831369,0,60619,35652,32768,56544,40493,0,1,65535
1783141534832441,0,60722,34372,32768,56012,41971,0,1,65535
1783141534833510,0,60766,33089,32768,55388,43412,0,1,65535
1783141534834579,0,60751,31806,32768,54675,44811,0,1,65535
1783141534835648,0,60677,30524,32768,53876,46163,0,1,65535
1783141534836717,0,60545,29246,32768,52993,47462,0,1,65535
1783141534837792,0,60354,27977,32768,52030,48703,0,1,65535
1783141534838862,0,60106,26717,32768,50992,49881,0,1,65535
1783141534839962,0,59436,24238,32768,48703,52030,0,1,65535
1783141534841030,0,59017,23025,32768,47462,52993,0,1,65535
1783141534842101,0,58543,21831,32768,46163,53876,0,1,65535
1783141534843170,0,58014,20661,32768,44811,54675,0,1,65535
1783141534844239,0,57433,19516,32768,43412,55388,0,1,65535
1783141534845309,0,56799,18399,32768,41971,56012,0,1,65535
1783141534846390,0,56115,17313,32768,40493,56544,0,1,65535
1783141534847490,0,55382,16259,32768,38985,56982,0,1,65535
1783141534848603,0,54601,15239,32768,37452,57325,0,1,65535
1783141534849740,0,53775,14257,32768,35901,57570,0,1,65535
1783141534850809,0,51991,12410,32768,32768,57768,0,1,65535
1783141534851876,0,51037,11550,32768,31199,57718,0,1,65535
1783141534852954,0,50045,10735,32768,29635,57570,0,1,65535
1783141534854076,0,49017,9966,32768,28084,57325,0,1,65535
1783141534855195,0,47955,9245,32768,26551,56982,0,1,65535
1783141534856262,0,46860,8573,32768,25043,56544,0,1,65535
1783141534857388,0,45736,7953,32768,23565,56012,0,1,65535
1783141534858456,0,44585,7384,32768,22124,55388,0,1,65535
1783141534859549,0,43408,6869,32768,20725,54675,0,1,65535
1783141534860665,0,42210,6409,32768,19373,53876,0,1,65535
1783141534861754,0,39756,5655,32768,16833,52030,0,1,65535
1783141534863889,0,38505,5363,32768,15655,50992,0,1,65535
1783141534864933,0,37243,5128,32768,14544,49881,0,1,65535
1783141534866000,0,35971,4952,32768,13506,48703,0,1,65535
1783141534867069,0,34692,4835,32768,12543,47462,0,1,65535
1783141534868137,0,33410,4776,32768,11660,46163,0,1,65535
1783141534869206,0,32126,4776,32768,10861,44811,0,1,65535
1783141534870274,0,30844,4835,32768,10148,43412,0,1,65535
1783141534871343,0,29565,4952,32768,9524,41971,0,1,65535
1783141534872373,0,28293,5128,32768,8992,40493,0,1,65535
1783141534873442,0,25780,5655,32768,8211,37452,0,1,65535
1783141534874511,0,24545,6003,32768,7966,35901,0,1,65535
1783141534875582,0,23326,6409,32768,7818,34337,0,1,65535
1783141534876651,0,22128,6869,32768,7768,32768,0,0,65535
1783141534877719,0,20951,7384,32768,7818,31199,0,0,65535
1783141534878786,0,19800,7953,32768,7966,29635,0,0,65535
1783141534879855,0,18676,8573,32768,8211,28084,0,0,65535
1783141534880925,0,17581,9245,32768,8554,26551,0,0,65535
1783141534881994,0,16519,9966,32768,8992,25043,0,0,65535
1783141534883064,0,15491,10735,32768,9524,23565,0,0,65535
1783141534884133,0,13545,12410,32768,10861,20725,0,0,65535
1783141534885203,0,12632,13313,32768,11660,19373,0,0,65535
1783141534886273,0,11761,14257,32768,12543,18074,0,0,65535
1783141534887343,0,10935,15239,32768,13506,16833,0,0,65535
1783141534888370,0,10154,16259,32768,14544,15655,0,0,65535
1783141534889449,0,9421,17313,32768,15655,14544,0,0,65535
1783141534890520,0,8737,18399,32768,16833,13506,0,0,65535
1783141534891601,0,8103,19516,32768,18074,12543,0,0,65535
1783141534892673,0,7522,20661,32768,19373,11660,0,0,65535
1783141534893743,0,6993,21831,32768,20725,10861,0,0,65535
1783141534894811,0,6100,24238,32768,23565,9524,0,0,65535
1783141534895958,0,5736,25470,32768,25043,8992,0,0,65535
1783141534897028,0,5430,26717,32768,26551,8554,0,0,65535
1783141534898110,0,5182,27977,32768,28084,8211,0,0,65535
1783141534899214,0,4991,29246,32768,29635,7966,0,0,65535
1783141534900304,0,4859,30524,32768,31199,7818,0,0,65535
1783141534901389,0,4785,31806,32768,32768,7768,0,0,65535
1783141534902519,0,4770,33089,32768,34337,7818,0,0,65535
1783141534903613,0,4814,34372,32768,35901,7966,0,0,65535
1783141534904685,0,4917,35652,32768,37452,8211,0,0,65535
1783141534905760,0,5299,38191,32768,40493,8992,0,0,65535
1783141534906916,0,5576,39444,32768,41971,9524,0,0,65535
1783141534908044,0,5911,40684,32768,43412,10148,0,0,65535
1783141534909115,0,6302,41907,32768,44811,10861,0,0,65535
1783141534910186,0,6749,43111,32768,46163,11660,0,0,65535
1783141534911299,0,7251,44293,32768,47462,12543,0,0,65535
1783141534913429,0,7806,45451,32768,48703,13506,0,0,65535
1783141534914499,0,8413,46582,32768,49881,14544,0,0,65535
1783141534915569,0,9072,47684,32768,50992,15655,0,0,65535
1783141534916637,0,9781,48755,32768,52030,16833,0,0,65535
1783141534917704,0,11342,50793,32768,53876,19373,0,0,65535
1783141534918792,0,12191,51756,32768,54675,20725,0,0,65535
1783141534919864,0,13083,52680,32768,55388,22124,0,0,65535
1783141534920934,0,14017,53561,32768,56012,23565,0,0,65535
1783141534922008,0,14990,54399,32768,56544,25043,0,0,65535
1783141534923077,0,16000,55191,32768,56982,26551,0,0,65535
1783141534924147,0,17046,55937,32768,57325,28084,0,0,65535
1783141534925216,0,18125,56633,32768,57570,29635,0,0,65535
1783141534926286,0,19234,57279,32768,57718,31199,0,0,65535
1783141534927362,0,20372,57874,32768,57768,32768,0,0,65535
1783141534928431,0,22724,58904,32768,57570,35901,0,0,65535
1783141534929501,0,23933,59337,32768,57325,37452,0,0,65535
1783141534930570,0,25160,59714,32768,56982,38985,0,0,65535
1783141534931638,0,26404,60035,32768,56544,40493,0,0,65535
1783141534932707,0,27661,60298,32768,56012,41971,0,0,65535
1783141534933774,0,28928,60503,32768,55388,43412,0,0,65535
1783141534934841,0,30204,60650,32768,54675,44811,0,0,65535
1783141534935911,0,31485,60738,32768,53876,46163,0,0,65535
1783141534936980,0,32768,60768,32768,52993,47462,0,0,65535
1783141534938050,0,34051,60738,32768,52030,48703,0,0,65535
1783141534939119,0,36608,60503,32768,49881,50992,0,0,65535
1783141534940188,0,37875,60298,32768,48703,52030,0,0,65535
1783141534941258,0,39132,60035,32768,47462,52993,0,0,65535
1783141534942327,0,40376,59714,32768,46163,53876,0,0,65535
1783141534943372,0,41603,59337,32768,44811,54675,0,0,65535
1783141534944441,0,42812,58904,32768,43412,55388,0,0,65535
1783141534945510,0,43999,58416,32768,41971,56012,0,0,65535
1783141534946578,0,45164,57874,32768,40493,56544,0,0,65535
1783141534947646,0,46302,57279,32768,38985,56982,0,0,65535
1783141534948712,0,47411,56633,32768,37452,57325,0,0,65535
1783141534949780,0,49536,55191,32768,34337,57718,0,0,65535
1783141534950847,0,50546,54399,32768,32768,57768,0,0,65535
1783141534951915,0,51519,53561,32768,31199,57718,0,0,65535
1783141534954046,0,52453,52680,32768,29635,57570,0,0,65535
1783141534955113,0,53345,51756,32768,28084,57325,0,0,65535
1783141534956157,0,54194,50793,32768,26551,56982,0,0,65535
1783141534957227,0,54998,49792,32768,25043,56544,0,0,65535
1783141534958298,0,55755,48755,32768,23565,56012,0,0,65535
1783141534959369,0,56464,47684,32768,22124,55388,0,0,65535
1783141534960392,0,57123,46582,32768,20725,54675,0,0,65535
1783141534961463,0,58285,44293,32768,18074,52993,0,0,65535
1783141534962531,0,58787,43111,32768,16833,52030,0,0,65535
1783141534963603,0,59234,41907,32768,15655,50992,0,0,65535
1783141534964672,0,59625,40684,32768,14544,49881,0,0,65535
1783141534965740,0,59960,39444,32768,13506,48703,0,0,65535
1783141534966808,0,60237,38191,32768,12543,47462,0,0,65535
1783141534967879,0,60457,36926,32768,11660,46163,0,0,65535
1783141534968950,0,60619,35652,32768,10861,44811,0,0,65535
1783141534970019,0,60722,34372,32768,10148,43412,0,0,65535
1783141534971094,0,60766,33089,32768,9524,41971,0,0,65535
1783141534972152,0,60677,30524,32768,8554,38985,0,0,65535
1783141534973221,0,60545,29246,32768,8211,37452,0,0,65535
1783141534974292,0,60354,27977,32768,7966,35901,0,0,65535
1783141534975365,0,60106,26717,32768,7818,34337,0,0,65535
1783141534976436,0,59800,25470,32768,7768,32768,0,0,65535
1783141534977506,0,59436,24238,32768,7818,31199,0,0,65535
1783141534978574,0,59017,23025,32768,7966,29635,0,0,65535
1783141534979641,0,58543,21831,32768,8211,28084,0,0,65535
1783141534980709,0,58014,20661,32768,8554,26551,0,0,65535
1783141534981777,0,57433,19516,32768,8992,25043,0,0,65535
1783141534982847,0,56115,17313,32768,10148,22124,0,0,65535
1783141534983915,0,55382,16259,32768,10861,20725,0,0,65535
1783141534984999,0,54601,15239,32768,11660,19373,0,0,65535
1783141534986071,0,53775,14257,32768,12543,18074,0,0,65535
1783141534987158,0,52904,13313,32768,13506,16833,0,0,65535
1783141534988252,0,51991,12410,32768,14544,15655,0,0,65535
1783141534990362,0,51037,11550,32768,15655,14544,0,0,65535
1783141534991434,0,50045,10735,32768,16833,13506,0,0,65535
1783141534992501,0,49017,9966,32768,18074,12543,0,0,65535
1783141534993541,0,47955,9245,32768,19373,11660,0,0,65535
1783141534994608,0,45736,7953,32768,22124,10148,0,0,65535
1783141534995708,0,44585,7384,32768,23565,9524,0,0,65535
1783141534996781,0,43408,6869,32768,25043,8992,0,0,65535
1783141534997850,0,42210,6409,32768,26551,8554,0,0,65535
1783141534998920,0,40991,6003,32768,28084,8211,0,0,65535
1783141534999990,0,39756,5655,32768,29635,7966,0,0,65535
1783141535001061,0,38505,5363,32768,31199,7818,0,0,65535
1783141535002131,0,37243,5128,32768,32768,7768,0,0,65535
1783141535003201,0,35971,4952,32768,34337,7818,0,0,65535
1783141535004272,0,34692,4835,32768,35901,7966,0,0,65535
1783141535005341,0,32126,4776,32768,38985,8554,0,0,65535
1783141535006369,0,30844,4835,32768,40493,8992,0,0,65535
1783141535007440,0,29565,4952,32768,41971,9524,0,0,65535
1783141535008511,0,28293,5128,32768,43412,10148,0,0,65535
1783141535009580,0,27031,5363,32768,44811,10861,0,0,65535
1783141535010649,0,25780,5655,32768,46163,11660,0,0,65535
1783141535011719,0,24545,6003,32768,47462,12543,0,0,65535
1783141535012788,0,23326,6409,32768,48703,13506,0,0,65535
1783141535013857,0,22128,6869,32768,49881,14544,0,0,65535
1783141535014926,0,20951,7384,32768,50992,15655,0,0,65535
1783141535015955,0,18676,8573,32768,52993,18074,0,0,65535
1783141535017024,0,17581,9245,32768,53876,19373,0,0,65535
1783141535018090,0,16519,9966,32768,54675,20725,0,0,65535
1783141535019157,0,15491,10735,32768,55388,22124,0,0,65535
1783141535020225,0,14499,11550,32768,56012,23565,0,0,65535
1783141535021293,0,13545,12410,32768,56544,25043,0,0,65535
1783141535022391,0,12632,13313,32768,56982,26551,0,0,65535
1783141535023521,0,11761,14257,32768,57325,28084,0,0,65535
1783141535024666,0,10935,15239,32768,57570,29635,0,0,65535
